sentence1,sentence2,label
"Told me to get a move on, and hustle.",Take your time.,1
"That is the truth, por Dios , the truth!"" ","That is false, please, I only stole it for my family.",1
"Being a legal luminary, he is likewise a human oyster, replied Julius.","According to Julius, he had no grasp of government administration. ",1
Fifth month: Promoted one floor up to duties of wardmaid with mop and pail.,"In the fifth month, I was promoted to wardmaid and given a mop and pail. ",2
"Still, I suppose the girl must have been in the habit of calling her by her full name.",The girl in question wanted to be called only by a nickname known to her friends.,0
I came over on the Lusitania to take up a post in Paris.,I walked all the way to Paris to work.,1
"Will explain to-morrow."" She addressed it to Tommy at his club, from which in one short month he would have to resign, unless a kindly fortune permitted him to renew his subscription.",Tommy's subscription would not expire for another year.,1
"You don't know anything about me, do you? she asked. ",You don't know anything about me or my family from Florida.,0
"How was I to know?""",How was I going to shovel the snow?,1
"He went out West, where he obtained news of her and her photograph to aid him in his search.","He suspected she fled to the West, so he headed that way to find her.",0
"But such as it is, you're welcome to it.""","You are free to take it if you please, though it is not sufficient in any way.",0
"It's all over.""",This is the end of it all.,2
I smiled back.,I frowned and glared.,1
"And both Anse and Drew were alert, knowing that the farther one went from the Stronghold the less one relaxed guard.",The stronghold was a safe area so you didn't have to be on guard while you were there. ,0
Jon and Susan spoke little as well.,"Jon and Susan couldn't match the amount that the others were speaking, but weren't completely silent.",2
That ought to be good news for Rennie.,That should be terrible news for Trump.,1
A whole world hoping for him to get well!,Everyone wishes for his recovery! ,2
At last… . The moment was almost breathless in its emotion.,"After 10 long years, we did it and we can't contain our emotions.",0
Annette had disappeared.,Annette is not here.,2
He came to my village's aid when no one else would.,Everyone joined in to help us.,1
"I agreed to find ways to return you to your own world intact, and you shall be returned.""  For a moment, the thickness seemed to relax, and Hanson choked a few words out through it.","I agreed that I would discover a way to return you to your own world, but I didn't agree to anything else.""",0
"Sounded as to the possibility of suicide, he repudiated it utterly. ",He was quite sure that this was a murder.,0
"""Paugh!"" The Mexican spat.",The Russian farted.,1
"He enters the room, unlocking the door by means of one of the other doorkeys ”they were all much alike. ",He could not enter the room despite having one of the doorkeys.,1
"Should I announce the arrest openly at Styles, or not? ","I don't know if they public needs to know of the arrest of such a beloved townsman, but maybe I should let them know, right?",0
Course maybe he ain't used t' runnin' out here whar th' ground ain't made all nice an' easy fur his feet.,The war ground is not easy on a person's feet.,2
I was so bent on playing the part of Janet Vandemeyer that my nerves began to play me tricks.,I practiced for several hours in hopes that I would get the part.,0
"May I take your motor?""","""I am a valet.""",0
A brother of his was murdered by your people.,His brother was killed by your group of people.,2
He twisted and went to one knee.,He was proposing to his girlfriend. ,0
In the tantalus in the dining-room.,The tantalus is a space ship.,0
'Carry on.',We were ordered to continue our work as the general passed through.,0
The older man glared at me.,There was an old man glaring at me because he was a demon.,0
Nothin' like tryin' to take on th' army two to one with th' army havin' th' advantage.,It is commonplace and dull to take on an army two to one.,1
I wish I was that good at anything.,I am great at everything!,1
They talked about him when they were at home and on call.,They can talk about him for hours at a time. ,0
What then? ,I guess this is it?,1
"How, I wonder.""",There was nothing to think about.,1
I know a place you can go.,You should go to China.,0
"I dare say, observed Summerhaye sarcastically. ",Summerhaye was sarcastic with his observation of the situation.,0
"They cut th' cap'n's spurs for him, an' he ended th' war out here.",The captain loved to end wars.  ,0
"Now think about this, I scolded myself.",I told myself that it wasn't necessary to be scared.,0
Isn't it all panning out beautifully? ,Aren't you horrified by the way it concluded?,1
"Adrin's own sword moved just as fast, parrying and dodging every attack.",Adrin's sword was moving just as fast and he missed every attack. ,2
"How do I fight this barbarian?I'm sorry I've never had the proper schooling to not so quickly kick your arse,"" said the Kal.",Kal asked how to fight the barbarian.,2
"Well Anse was on the defensive ""a man can take jus' so much pushin', an' we had more'n that!","Anse said ""a man can only be pushed so much"" defensively.",2
But Bork snorted.,Burk snorted.,2
"Certainly, replied Tommy cheerfully.","""No,"" Tommy replied. ",1
"The commercial passenger number 0289/Mr. Pearinsky leafed through a couple of pages, compared the photos with the view outside and fell asleep.",Mr. Pearinsky fell asleep after comparing pictures with what he saw outside.,2
"We'll miss the train."" They started running.",The train will leave us behind. They began sprinting.,2
It concealed a very opposite emotion. ,There was a concealed emotion.,2
San'doro kept his eyes on Jon for a long time.,"San'doro's gaze stayed on Jon as he remained in the camp, watching for deceit.",0
The short man there--he's Garm.,Garm is a tall man.,1
This pit dropped down twice the height of a man and stretched more than fifty feet across.,The hole was very deep and wide.,2
"What am I supposed to do?""  ""Repair our sky.",He will repair the sky somehow.,0
"And, then, there was that rather over-vehement hatred of hers! ",And then there was that passionate dislike of hers.,2
"How could you be so mean!""",How could you behave in such a cruel manner!,2
"Don't think she ever realized it, though, or felt the lack of it. ",She was aware the entire time.,1
They were coming from corrugated iron sheds that looked like aircraft hangars strung together.,They emerged from corrugated iron sheds that looked like aircraft hangars.,2
"He looked about forty, very dark 11 with a melancholy clean-shaven face. ",He was sad because his mother just died.  ,0
Obviously somebody must have crept up behind him as he listened and struck him down with a blow on the head.,He got a head injury,2
"Yeah, except that your laptop got stuck again. From behind his desk Maurycy was wagging his finger, he was even lazier than Gonzo, but smarter than Lucja.",He carried his laptop.,1
I fancied that between these two there existed very little sympathy. ,I enjoyed the fact that there wasn't much sympathy between these two.,2
Shadows hid the size and depth of much of the tunnels.,"Shadows concealed many details of the tunnels, but San'doro knew them well enough to travel through them regardless.",0
I'm your cousin Julius Hersheimmer.,We are related and you are my cousin.,2
What was that something? ,Was that thing important for us?,0
"There were seven planets and the sun, and three thousand fixed stars.",The seven planets danced with two suns in their solar system.,1
"Jon expected that as well, though he hoped for something else.",Jon has experiences something that is in equal parts negative and positive.,0
"Will that suit you?""",Can't you see that you're not needed?,1
"The funeral of Mrs. Inglethorp took place the following day, and on Monday, as I came down to a late breakfast, John drew me aside, and informed me that Mr. Inglethorp was leaving that morning, to take up his quarters at the Stylites Arms until he should have completed his plans. ","After the funeral, John told me that Mr. Inglethorp was going to leave and complete his plans.",2
His blade snapped on Adrin's own sword in rapid succession.,Adrin's sword snapped his blade.,2
"Bauerstein!"" exclaimed Cynthia. ",Cynthia knew Bauerstein was going to be there,1
" ""Nema!"" Hanson cried.","Hanson cried ""Nema!"".",2
"Do I tell it jus' like it happened, you'll think I'm callin' up mountains outta prairie-dog hills, it's that crazy.","Should I lie to make it more interesting, because it is really plain and believable?",1
"Jon, at least, might offer that.",Jon isn't going to offer anyone anything.,1
"And after that defeat at Glorieta, the retreat to Texas was pure hell with the fires roaring.",Nobody wanted to run all the way to Texas.,0
"But it is an idea, that!",It wasn't an idea.,1
"And Natalia, could you stay a moment?",Natalia was asked to stay.,2
Derry was taken aback.,Derry was aghast at what he saw.,0
Never should. ,Shouldn't ever.,2
Notoriety of the right kind is the best way of disarming suspicion.,Getting rid of any suspicion using your reputation is the key to a successful subterfuge.,0
I think so. But the German spoke with less than his usual confidence.,The German spoke with utmost confidence this time.,1
Slavery is outlawed here and the mines at the feet of the Old One are banned.,Enslaving people is against the law and so are mines. ,2
In vain Mary and John tried to administer more brandy. ,"Mary and John watched helplessly, unable to do anything.",1
Was the sorrow at Mrs. Inglethorp's death so great? ,Was everyone so sad about Mrs. Ingkethorp's passing? ,2
"Fix it!  ""I'll try,"" Hanson agreed doubtfully.",Hanson wasn't sure whether he could fix it.,2
He got up and hummed a little tune. ,He got up silently.,1
From that it developed in great detail the fact that any part of a whole bearing similarity to the whole was also the whole; that each seven was the class of all sevens; and other details of the science of magical similarity followed quite logically from the single axiom.,Any part of the whole is the whole. ,2
It was hard to see straight.,It was difficult to see things without being dizzy.,0
I've protected her as much as I could. ,I decided not to protect her at all.,1
Don't you think it could be?,Do you not think it could be?,2
His clothes were mostly coloured white; I wondered how he managed to keep them clean.,His clothes were white.,2
"He waited until the voices rose a little, then he tried again.","He waited until they got louder, then knocked the door.",0
"And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.",When he did five to seven copy pastes he felt even more secure.,2
The Merchant followed along the line of his thoughts.,The Merchant kept talking about the same thing.,2
She sidestepped and kicked the assassin's knee with her hard boot.,The assassin broke his leg after being kicked by her.,0
'I understand this has been a difficult transition for you.',"With all of the controversy surrounding the transition, I was sure it was very difficult on them, and I wanted them to know that, so I let them know that I related with them and was aware of their struggle.",0
"At the Institute for the Development of Organic Motherhood, a new method of an IQ 'intervention boost' was discovered, which could be used already during the gestation period.",They can give an IQ boost when the baby is a fetus.,2
"But it was absurd of John to make such a fuss about it, and to go shouting out: ""I tell you I won't have it!"" I woke up with a start. ",John woke a lot of people up with his yelling.,0
What the hell are you thinking?! I should've practiced my speech.,I should have practiced my speech about African Americans.,0
"Let's see now ... Helms, he had whisky; so did Stevens.",Stevens and Helms both had whisky. ,2
He alone appeared unexcited.,He was the only one who didn't look excited.,2
"It crossed her mind that if the unknown Jane Finn had fallen into the hands of Mrs. Vandemeyer, it was likely to have gone hard with her.",It was likely to have been a hardening experience for the unknown Jane Finn if she fell into her hands and she would not be able to escape.,0
Jon's head hurt to follow it.,Jon's head was suffering from a migraine.,0
"My mind is in some disorder, which is not well."" For about ten minutes he sat in dead silence, perfectly still, except for several expressive motions of his eyebrows, and all the time his eyes grew steadily greener. ",He didn't speak for a while.,2
"They pulled out fast in '61, right after th' army left.",They stayed around until '68.,1
Remember Mrs. Vandemeyer's sudden and inexplicable agitation.,Mrs. Vandemeyer was acting normal and very cheerful back then.,1
"I think the gifted young detectives must get to work, study the entrances and exits, and tap the bumps on their foreheads until the solution of the mystery dawns on them.",The entrances and exits had signs of a struggle around both of them.,0
"The demon moon sat directly in its center, a black pupiled red eye stared down on them.",The demon moon seemed friendly.,1
"Great tubes hung down from the ceiling, each one filled with liquid.",The ceiling was completely bare.,1
He might be baffled as to why the Kentuckian had not made a move to claim kinship with Hunt.,The Kentuckian had made efforts to claim kinship with the Hunt.,1
"The technician, wanting to escape into tomorrow, regained consciousness and jumped on his feet, which were not all that stable.",The technician jumped up when his alarm went off.,0
"That's what I want, said the girl wistfully.",It was the only thing on the girl's mind.,0
But we must neglect no precaution.,They are being cautious of vampires.,0
It can't last for ever.,It can't stop soon enough for me. ,0
Six men tied ropes to the dead combatant to drag him from the pit.,Six men happily dragged the combatant from the pits with ropes.,0
The color of the paint varies depending on what is considered the most tacky in any given war-golf season.,The colors are decided on based on nature's seasonal scheme. ,1
"If you decided to wreck the sky again, even you might not be able to repair it a second time."" He tapped his hands lightly together and the sound of a huge gong reverberated in the room.",The sky has been wrecked many times and has been repaired many times without you.,0
"On the last, the woman's throat sprayed a fan of blood into the air.",Blood sprayed from the woman's throat.,2
"I want to know just WHY you gave me a hint."" Sir James smiled at her earnestness.","Sir James smiled at her as she said ""I want to know why you gave me a hint""",2
Idiot! said Tommy amiably.,He was offended by Tommy's remark.,0
Oh! Lawrence looked indeterminate. ,Lawrence didn't look sure of himself.,2
Sure. I'll hustle. ,Yes I will work faster.,2
So you've turned up all right? ,So you are alright?,2
We'd known each other forever- we didn't grow up far apart.,"Even though we'd known each other for a very long time, we never lost touch.",2
The witness was not cross-examined. ,It was a good thing the witness wasn't cross examined.,0
"Besides, there isn't any such thing as a space-ship.""",The space ship idea is a mere myth.,0
The titan stared east with an eyeless face.,It could not stop blinking its eyes while staring at the sun. ,1
"They stepped from ornate carriages on soft feet and gazed at the golden idols, silk robes, and the finest slaves in the land.",The king and queen stepped out of the carriage and greeted the slaves that would become their own. ,0
"Natalia fixed me with an irate glare, then made a show of sauntering off.",Natalia smiled at me and stayed around.,1
He glanced round at Tuppence's entry.,"He looked behind, but the room was empty.",1
A spear flew past in his direction but hit nothing.,The spear missed him.,2
"Also he had a nervous way of looking over his shoulder with a swift, suspicious glance.",His glance was swift and suspicious.,2
"I'm jus' small stuff, not worth botherin' 'bout by their reckonin', now I ain't got anythin' left them buzzards can pick offen m' bones.",They are lying when they say it's not worth bothering with.,0
"Seems like a man who's waitin' to catch a fella makin' his boot mark in th' wrong pasture can sometimes do it.""",It is usually easy to catch a man after waiting for him.,0
"Please go inside, sir.","Please go inside to get out of the rain, sir.",0
I have since learned the way of peace but I will always hunger for war.,I hated war and am happy things are peaceful. ,1
"And after that defeat at Glorieta, the retreat to Texas was pure hell with the fires roaring.","Following the defeat, the fleeing to Texas was terrible.",2
"But I sometimes fancy I see a shadow behind."" 185 ""You mean?""","It seems there is a shadow behind this image, it might be an optic illusion.",0
Maybe it's time you taught me what an old deserter could possibly teach.,Teach me what the old deserter can teach me.,2
"Przyrobacki returned from the press conference late, totally absorbed by the fractal construction of a cellular anti-stem theory, with which he was infected by an accidentally met professor from the same institute.",Przyrobacki didn't come back from the conference.,1
The moment seemed to freeze.,The moment was frozen by the entrance of the demon.,0
We'll need you later.,We never want to talk to you again.,1
I might take it from you right now.,Maybe I'll take your sword away. ,0
Also as how you laid down some good round boys to back his chance.,He had no chance.,1
Dust covered their bodies and faces.,They were covered in white powder.,0
"Sure that's a pity for you, said Julius cheerfully.",Julius didn't pity them even a little.,0
The duel stretched until the breath of the two men ran quick.,The battle went on til the two males left.,2
"When I arrived at the chateau, I realized at once that it was Mrs. Inglethorp who had burnt the will; and there, by the way, you cannot complain, my friend, for I tried my best to force on you the significance of that bedroom fire in midsummer.""",Mrs. Inglethorp did not burn the will.,1
"She swayed a moment, staring at him.",She was looking down at her own feet.,1
"With the excited and frightened colt roped to the steady mule Drew tried to think horse, feel horse, even be horse, shutting out all the rest of the world just as he had on the day of the race.",Drew despised horses and has never once thought about them. ,1
'That's somethin' I approve of.',I agree with that.,2
"161 ""No. ",Not right now. ,0
'I had a word with the driver.,I did not speak to the driver at all. ,1
John noticed my surprise at the news of his mother's remarriage and smiled rather ruefully. ,John smiled when he noticed my shock at his mother's remarriage.  ,2
"Old values versus new, old virtues and new injustices.","No one cared about the old, only the new.",1
They're very particular at the National Gallery.,They act weirdly at the National Galery.,0
That's your name now.,Your last name is Bewillicker now. ,0
"Your psyche profile makes you easy to predict... Maybe I didn't know exactly what Ben Franklin would do, but I had a good idea of what he wouldn't.",I had a good idea of what Ben Franklin wouldn't do in this situation. ,2
"Yes it is the only way. Then aloud he said abruptly: ""You are an American?""",He didn't ask any questions and kept silent. ,1
It began to sear the skin long before the sun struck the normal atmosphere.,It began to freeze the bones before striking the atmosphere.,1
"Tommy felt that, thanks to Mr. Carter, he understood the position fairly accurately.",Mr. Carter didn't help Tommy understand the position at all. ,1
He was learning well.,He was grasping the information really good.,2
"What he saw of the resources of this private fort led Drew to accept the other stories he had heard of the Range, like the one that Don Cazar's men practiced firing blindfolded at noise targets to be prepared for night raids.",He was able to picture it all in his mind easily.,0
'What about me?','What was said about me?',0
Vrenna! shouted Jon.,Jon remained silent. ,1
'A bomb.',It was a bomb.,2
In any case what do you lose? ,Is there any risk involved for you?,2
At last I do.,I still do not.,1
This was no longer an eccentric young fellow with a habit of falling off trees.,"Evidently, he was still that young fellow who habitually fell from trees.",1
"We must do what we can."" Through Tommy's mind flashed the assurance: ""It's hopeless, and he knows it's hopeless!"" The other looked up at him.",Tommy had experienced something similar to this event,0
"The angle of the cheek-bones hinted at his Slavonic ancestry, otherwise there was nothing to indicate his nationality.",The cheeks bones showed his Slavonic genetics.,2
His first instinct was to flee but he found himself running to the man instead.,He ran far away from it all.,1
'What?',Huh?,2
"Observe that crescent; and those diamonds, their neatness rejoices the eye. ",Don't look at the diamonds. ,1
"Calm down"" Tommy had made an impatient gesture ""I'm going right away now going to the London and North Western Railway depot, if you want to know.""",Tommy explained impatiently that he was going to the London and North Western Railway depot.,2
She's willing to lend it to me sometimes when it's a case of working on strictly unofficial lines.,"She never lends it to me, even when it's in an unofficial capacity.",1
"We are losing a healthy sense of suspicion.""  ",We are spoiling our good health. ,1
"Darn it all, why?"" The little man shifted his benevolent glance to the excited young American.",The man thought the American could give him the answers.,0
He bent to look at it uncertainly.,He looked at it uncertainly.,2
But what earthly interest could he have in my mother's death?,He is investigating the potential for a serial killer.,1
The old man looked back and finally nodded his head.,The aged man shook his head as he looked back behind him.,0
"About time one arrived, I think.",I thought that it was about time for one to arrive. ,2
You could see that at a glance.,You could see her nose at a glance.,0
Waiters carried bottles of ancient and royal vintage with loving care.,The waiters held the bottles with fancy orange mittens.,0
The information Jon had shared about Susan shook Adrin and his confidence lagged.,Adrin's confidence took a major boost once Jon told him about Susan.,1
But in any case you will wear gloves fitted with the finger-prints of a notorious housebreaker.,"In any case, there is no chance that they will know it was you.",0
Why'd we take him along with you hanging on in a faint if he were dead?,Why did we take him if was dead?,2
"'Mommy, is that Benjamin Franklin?'",The child asked if that was Franklin sitting at the table.,0
I would judge he wants the full treatment.,I would think he was selfish if he wanted the full treatment.,0
"I wish I was that good, he whispered.",He yelled as loud as he could.,1
"The Kentuckian crouched, alert, Anse beside him now, both listening for any suspicious sound.",Anse and the Kentuckian hid close to the ground and listened carefully for any sounds.,2
"This you could not do with a true wild one, he commented.","""Doing this with a real wild one would be impossible."" he said.",2
"There was a scream of displaced air, and something went zipping downwards in front of them, setting up a wind that bounced the carpet about crazily.",A piece of debris went in front of them causing the carpet to bounce about.,0
He tried to make his words casual.,He attempted to make his words casual.,2
"Prudence Cooper, ma'am. 72 ""Very well, Prudence.",Prudence Copper was 72. ,2
Lincoln had taken the opportunity to backtrack and outflank our men.,Lincoln stayed where he was.,1
"He does, does he? ",He acted upon it?,2
The medicine had not been newly made up. ,The medicine was not fresh.,2
"We will examine, and reject. ","We will examine, but rejecting is out of the question.",1
"She's near her time, ain't she?",She's gonna have a baby soon.,0
"Sure. He looked so crestfallen and abashed that I felt quite sorry, though I still thought my rebuke a just and wise one. ",He looked so upset.,2
"To attain the art of a Sather is the work of a score of centuries, usually.""  That Sather had been in sad shape, it seemed.","""It takes hundreds of years to become a Sather.""",2
Done! came another.,Another was done.,0
"White had another good shot at Lincoln, though- and this time he was aiming for the head.",White had another chance at getting Lincoln.,2
'What?',I heard that.,1
The meeting at McPhilips went much worse.,The meeting went poorly at McPhillips.,2
"'Well, you would know,' Greuze grinned.",Greuze grinned because he was excited.,0
The Kal didn't know.,The Kal knew.,1
"Therefore, we must find him.""",It doesn't matter if we find him.,1
"He's good stuff, too served in the cavalry.... Kells studied the young man by the mule.",He was the captain of the cavalry.,0
There was a bellboy to show us upstairs.,A bellboy showed us to our room.,2
"He swung and pierced, dove and feigned.",He jumped and fought his way out.,2
It is useful for intimidation or for bypassing the riff-raff but counterproductive most of the time.,You should do it all the time. ,1
"Well, why not? ","No, do not do that.",1
"He even maintained course, following the extrapolated line to the point on the northern continent toward which they were headed.",The boat moved wildly off target in the opposite direction of where it needed to go.,1
To be commended.,The medal was given out to commend him. ,0
"Ever since the early hours of the morning, John had been hard at work, sending telegrams, one of the first had gone to Evelyn Howard, writing notices for the papers, and generally occupying himself with the melancholy duties that a death entails. ","John sat there unable to do any work, contemplating his loss of family.",1
"I could not help rejoicing that, for once, one of his ""little ideas"" had come to naught. ",The idea was to raise the vampire lords.,0
"Hanson clutched at the scrap he had pocketed, but it showed no sign of leaving, and the tiny blob of sun-stuff remained fixed to the awl.",The sun was stuck to the awl.,2
The ground rumbled around him and trails of dust fell.,The stampede of cattle was surely close now. ,0
He looked past the brill's enormous rump to the dark skinned beauty at the door.,The animal was standing near him.,2
He suspects and dislikes me.,He doesn't like the way I smell.,0
Do you both understand? Drew nodded.,Do you both understand the consequences?,0
THE next day passed slowly.,The day moved very slowly.,2
 VIII  Lunch was half over when Slim dashed into the dining room.,Slim was very excited and had news to share.,0
About him.,Concerning him.,2
"Also, the phlogiston has negative weight, as every school child must know.",Every school child knows the phlogiston has negative weight.,2
"Even now, with the armies of Dan Trex measuring over one hundred thousand, last time Ca'daan had heard, and the empires of Gazu Kadem and Gazu Tevel rising like monuments to the god-kings who ruled them, no one now dared to attempt to rule Fena Kef.",Dan Trex's army had dwindled to just a few people.,1
"At last the door opened, and the German called imperiously to Conrad to return.","The German stuck out his head from the opened door, and hissed to Conrad to return.",0
"You see, if the spider lets the fly walk out too easily, the fly might suspect it was a put-up job.",The fly might be suspicious of the spider if they escape too easily.,2
"Of course, resumed Tuppence, ""marriage is my best chance.",Tuppence knows marriage is the least likely solution to his problem.,1
I reckon it out that he's a figurehead just a bogy name to frighten the children with.,He doesn't have any authority on his own.,2
They are not for us.,Certainly this was not for us.,2
I do not.,"Yes, I do. ",1
A patriotic one? The girl flushed.,The girl had no embarrassment and said a patriotic one?,1
"Under the circumstances, I am afraid an inquest can hardly be avoided, these formalities are necessary, but I beg that you won't distress yourselves. ",An inquiry can't be avoided. ,2
"Bully for you, cried Julius.",Julius said nothing at all.,1
"And well I know it, for he borrowed two skeins of my black wool to make it with! ",The two skeins of black wool it took to make it was gifted to me.,0
The Monument of Ages was square in the middle of the park.,There's a monument in the middle of the park.,2
A cloud of white smoke exploded from the back of the gun and swept into the hot wind.,The gun had just been fired and the smoke could be seen on the wind.,0
"Red said, ""Ssh.",Red said to be quiet.,2
This time it is an idea gigantic! ,An insignificant idea.,1
"But one thing is essential, I must see the girl.""",I will do anything to see the girl.,0
What was all this about a lost key? ,What was all the fuss about a lost key? ,0
He and Senor Juanito fight.,Senor Juanito and him had a peaceful resolution.,1
Not that I've ever heard of it myself.,"Not that I've ever heard myself, but she did hear it.",0
Because this new guy had arrived.,A new guy showed up. ,2
"The Explorer thought: Business!  The Merchant then said, ""They've lined up to see us off.",The Explorer's thoughts were racing.,0
"I told him of my awakening, of Mrs. Inglethorp's dying words, of her husband's absence, of the quarrel the day before, of the scrap of conversation between Mary and her mother-inlaw that I had overheard, of the former quarrel between Mrs. Inglethorp and Evelyn Howard, and of the latter's innuendoes. ",I told him I didn't remember anything from the day before.,1
The road was hard.,The road was curvy and long. ,0
"'Oh, don't mind me,' I told him.",I told him to mind me very much.,1
Would not the silent forces of Mr. Brown already be assembling against them? ,Would not the quiet troops of Mr. Brown preparing for an attack on us.,2
"If Mom wakes up or Dad or your Dad or even any of the hands then it'll be 'Come on in or you'll catch your death of cold.'""  ",No one will wake you up.,1
"This is waitin' to know if we 're goin' to be throwed out!""",I'm tired of this waiting!,0
"The future Kassandra flew to the La Berg Clinique two days later, but came back after a week, because she also had some minor shopping to do.",Kassandra was only out of town for a week.,2
Getting her to answer the door was a challenge.,She always answered the door.,1
One fell dead immediately but the other swung hard.,One died and the other swung hard.,2
Tommy reflected gloomily that if supper did not arrive soon it would be a question of waiting for breakfast.,Tommy thought of how missing supper would mean waiting to eat in the morning.,2
"A big bump ”eh, mon ami?""",That lump is rather large huh?,2
"Mitchell, now, he had a beer """,Mitchell drinks milk.,1
"Well, well, we must leave it at that, then.",We said a lot about it already.,0
He seemed to have a sense of humour.,He was not funny at all.,1
"'Everything is A-OK, sir.'",Everything is going well.,2
The Sons of the Egg screamed and panicked.,The terror in the screams of The Sons of the Egg echoed through time.,0
You must have heard peasant superstitions.,These superstitions are about Vampires.,0
"Oh, said Tuppence faintly, ""I LIKE Rolls-Royces, but  ""","Tuppence claimed to like Rolls-Royce's, but could also settle for another car, depending on which one it is.",0
"It's all very well to laugh, but I feel there might be something in it.",Laughing at the wrong time can be hurtful.,0
"Sales comparisons were replaced with alcohol, and market reports - with snacks.",Alcohol and snacks took the place of reports.,2
"He suggested advertising for the nurse, she reminded him.",He suggested advertising to the circus act. ,1
"Tommy, I'm getting discouraged.",Tommy and the speaker are training for a dance contest.,0
"He said, ""Not quite.""  ",Things didn't really happen like that.,0
"The fat was going from his face, and his mustache was untrimmed, but he was uninjured.","He had no mustache, only a beard.",1
"He addressed himself to John: ""Mr. Cavendish, I should like your consent to a postmortem.""",Something was fishy.,0
"I was confused, and she wanted to put me back in my box.'",I didn't know what was happening in the room around me.,0
"Poor mandrake-man, the girl said softly.",The girl said something to his husband.,0
"Yes, but I don't see ” ”",I saw everything.,1
I could hear Poirot shouting and expounding. ,"Poirot decided to elaborate, and through his shouting, I could hear him.",2
"A little cry broke from her lips: ""You don't know, you don't know, how this hateful place has been prison to me!""",A small sob escaped her lips as she said sad words.,2
I'm just as good as them.,I am not up to their standards.,1
But I have never shrunk from taking risks.,But I always run away from risk.,1
"Nothing's happened.""",I can tell that nothing has happened,0
"I meant to do so, but I was told that a friend was at the hall door, so I laid down the coffee on the hall table. ",I put the coffee down on the hall table because I was told there was a friend at the hall door. ,2
"THEY'RE COMING, Susan's voice spoke in Jon's head.",Susan's voice said in Jon's head that they're coming.,2
"Look, sir, I chose you to approach in this matter not only because you were rich and influential with government officials, but because you had an unusual reputation, for these days, of daring to break with tradition.",This was a business proposition that required government favors.,0
"'In protective gear, possibly.'","'Possibly, in protective gear'.",2
Ca'daan understood.,Ca'daan had an understanding.,2
Jon could not see this new battlefield but he could imagine it.,Jon might have been blind.,0
 Jon wondered how many men died with such brave ideas in their heads.,Jon thought about those who had died.,2
He turned to his wife.,He turned to his wife to see her sobbing.,0
"Less it's ringin' down on th' bar, or slidin' 'cross some table 'cause they found out as how they was holdin' Jacks against some other fella's Kings.","Let's ring it down the bar, slide it across the table. ",2
"I refused.""",I said no defiantly,0
"Over by the lab-door, I found a pile of clothes.",The pile of clothes was left on the table.,1
"Thanks, Hanson said ""I wonder what it's like, being a true mandrake?""  ""Depends,"" the slave said easily.","Hanson said ""I am fascinated by what it would be like to be a real mandrake.""",2
"How he could be such a fool beats me!"" But Japp was looking attentively at Poirot. ",He wondered how he could be so foolish.,0
What other secrets did the man hold?,The man may hold other secrets.,2
"Mr. Hersheimmer, he said at last, ""that is a very large sum."" 94 ""I guess it'll have to be.",Mr. Hersheimmer discussed something of high cost with another person.,2
"We're off!""",And now we're heading out.,2
At all events we'll call at 29 lunch-time.,We will call around lunch.,2
"""You see a most hungry man."" She laughed and then frowned anxiously.",The man seriously scared her.,0
"I tried to listen, but at first I couldn't take much in.",I heard everything they said from the beginning. ,1
"A string of ones took flight with a string of zeroes, bouncing around the room and out the window.","Ones and zeros do not bounce around the room, nor do they take flight out of windows.",1
She was remembering several things.,She remembered several things. ,2
"Oh, he said, ""so you're Conrad, are you? ",He asked if the person's name was Conrad.,2
"'Pardon?' Stressed and harangued, I found myself stopped short.",I was allowed to continue walking with no interruptions.,1
"The Kentuckian crouched, alert, Anse beside him now, both listening for any suspicious sound.",They waited quietly and kept their ears open and alert to make sure it was safe.,0
He and Adrin had dueled at half-speed and half-power for much of the afternoon.,He fought until he was exhausted.,0
"There were four more working sessions and frequent tele-conferences, during which, after long negotiations it was decided that the word-forming of the new language would in 37 percent. follow Polish rules, and in 63 percent. Lotafrankish.",they had tele-conferences to stay in touch.,2
"At least he meant to die trying, if he failed.","If he were to fail, he would have died trying.",2
"Tommy's heart beat faster, but his casual pleasantness did not waver.",Tommy's heart often beat faster than was normal.,0
"I ought to know him, son.",I ought to be acquainted with him.,2
"White looked up at me, quite slowly.",White looked at me sheepishly.,0
Gulp.,She gulped her coffee. ,0
"Come on, we'd better take a taxi.""","We should catch a cab, let's go.",2
"'Then tomorrow you will see your future,' said the Crone.",The fortune teller said it would start the next day.,2
He and Senor Juanito fight.,Senor Juanito fought him.,2
"Talking as though you were still at the blooming Ritz, aren't you? Tommy made no reply.",Tommy didn't say anything back.,2
He watched for dots of torchlight or the sound of hooves or any other sign.,None of the people in the mob were able to light a fire.,1
Hitting anything at this range would be difficult- let alone hitting two things.,I had little chance of getting both targets from this distance.,2
La pauvre petite! ,Fortunate thing. ,1
In the feeble light of the gas burner Tommy blinked at her.,She and Tommy could see each other clearly in the well lit room.,1
"Take this, and get Jane regularly togged up for this evening.",Jane should be sure not to be togged up this evening.,1
Yet you speak with a slight American accent?,You have a French accent. ,1
I turned around.,I turned to look behind me.,2
"At all costs I must keep her here until  "" She broke off.",She said it completely. ,1
"'Come on,' White growled, racing toward the battle.",White ran away.,1
"I'd been introduced already, in between acts.",I was introduced before the acts even started.,1
Whittington was speaking.,Whittington was talking.,2
