sentence1,sentence2,label
well i you know i'm not i'm not racist or anything but one of my one another one of my pet peeves is they had a lot of Black on the news talking about how unfair it is because the Blacks are poor and therefore they don't have a choice but go in the military,I don't mind poor black people on the news talking about going to college.,0
and you're still learning even after all that time because they're very complex machines,The machine operation is a mindless task. ,1
it's suspenseful i don't think it's very terror i mean there's not really any uh blood and guts in it or anything like that it's it's more suspense um  the other one Silence of the Lambs is kind of a a gory movie if if somebody's not into that kind of stuff it's it's pretty graphic at points but uh i think they're both excellent movies,I like gory movies. ,0
um well anyway Ellen it was nice talking to you,"See you later, Ellen. ",0
uh-huh and i was losing jobs just from doing a poor job you know,I should have done better since I would have retained my jobs.,0
oh i think so too and i think the other thing is the news media media puts such a blitz on it that they've uh had it predetermined with a half of one percent voting you know,The media does it so fast that they predetermine the votes.,2
humidity or something,Humidity might be the reason for this feeling.,0
uh politics and so forth people trying to maneuver and get power and back stabbing and also helping each other and you know if you know all the love interoffice love affairs and uh all that all that kind of stuff and you know power struggles to see who's going to be the next uh uh oh,"Politics, the struggle for power and helping each other out.",2
because um it was important to me to to spend some time with kids i know that when i was in school and getting my degree at the same time my husband was it was really hard on our family because i would he would come home and i would leave and then when i would come home and he would leave and um,I want to be around my kids every day.,0
i i i think the country is is um too ingrained in the inches and and just the general um background the history of our country has been inches and i don't think there's a big advantage in going to the metric system,Our country can easily stop using inches for measurements.,1
um not people that are you know necessarily good friends even though that has happened too uh it it's almost as though it puts you on different sides of a fence you know when if you decide to go back to work then,"It's best to leave your workplace on good terms, whether permanent or temporary.",0
we had animals for the children you know our horses and that kind of thing and uh school activities type stuff,"We had family pets, like horses, for our children.",2
at home oh yeah we're just beginning with that it um it took one of the pizza companies and i think it was um gee Domino's,"We're just starting with that, but we're hoping to get a good following like Domino's pizza. ",0
she likes to sew and do crafts and things like that so she enjoys staying at home but uh the money part of it is not as rewarding obviously but,She likes to stay at home and do craft projects.,2
well there's two things that drive that up here one is we is the lack of good service people,The lack of good service workers drives it up here.,2
well how neat what's your major,What subject are you majoring in?,2
oh well i mostly watch public television so yeah i'm one of those i uh,Public television is what I mainly watch.,2
and uh so he went in and now he's a registered voter but he would not vote before that,He went with his whole family and they all registered to vote.,0
yeah yeah yeah yes but i i guess you know the old country and western music you back then when i was a kid there wasn't that much TV so that's all you had to listen to was the radio,I guess you know the old country music I would listen to on the radio.,2
an area that when she moved down there was mostly elderly people  well not,The area she moved to was mostly filled with young people.,1
and fixing the emergency brake,Repairing the brake is a big part of this. ,2
or mothers to children you know because they're able to spend some time,They cannot find any time to give.,1
right exactly and you know ultimately the the consumer and the uh fan are the people that have to pay for it through the,"In the end, the fans have to pay for most of it.",0
uh-huh well uh i've got to respect your opinion you have some uh solid ideas,You don't have any good ideas.,1
but if i say the wrong thing to my youngest son he he will he won't cry anymore because he's too old but he gets hurt he bruises very easily and and i can feel that,My youngest son cries whenever I say something that hurts his feelings.,1
we don't want a state income tax but yet they allow the sales tax to go up and up and up and up and they don't do anything about it,Its good that they don't allow the sales tax to go up.,1
a little a little on the nutso side,A little crazy.,2
because uh the people don't have the time to give that one-on-one attention,One-on-one attention can be provided to seven kids at the same time. ,1
the the heinous crimes uh even if it's one time offense,"A heinous crime should be punished harshly, no matter what. ",0
uh just locally or or what i assume that's what they would do,Just near their vicinity.,2
and uh maintenance and overhead and you know and and those kind of costs,Those actions have no cost.,1
i just feel like it's an invasion invasion of my privacy you know i you know there's a lot alcohol for example i can go out and drink on the weekends and come in hung over and do a lot worse job than if i go out on Friday and i don't know say take take a hit of Ecstasy and dance all night not saying that i do but i'm just,"I think that alcohol isn't a serious drug, so it shouldn't be taken as seriously as harder stuff, like cocaine or Ecstasy.",0
it was nice okay it was nice talking to you bye-bye,"Yeah, it was great  talking to you, I'll talk to you again next week, bye bye.",0
well been awfully nice talking with you,I talked to you.,2
i don't know because you know they gave away a lot of their drafts,They gave away many of their draft picks.,2
not that i can think of,I think of 30 more.,1
uh you know and i think uh i think rewards for a job well done are are are necessary and i i think that we i guess we have a tendency to as you know as managers of companies or owners of companies they have a tendency to try to get as much out of the employee as they can and not give as much as they can,Employees work better when they have incentives. But some still do not even try their best.,0
we can get all sorts of things everything from i guess on Saturday there you can watch something like eight different cooking shows,There's never anything to watch especially on Saturdays.,1
uh right here in Maryland,Right here in Maryland.,0
well now the thing is yeah they're cutting defense which is you know there are people out there working for defense contractors who are losing money but i don't i don't mind because i think you know government is not there to give me a job Government the defense is there to defend our country and they do it for whatever you know they spend whatever money they need to to do that but i don't want them to to break the budget just so that i can have a job i would rather have the the government stable so that i can go get a good job with someone who's not working you know not making defense stuff,I prefer the government be stable.,2
who's going to put out their oil fires the United States,Who will put out the oil fires in the US?,2
two days after the they were born she had a she died she had some kind of an infection from it all she was just too old we had to feed the puppies we had to get up night and day with those just like with a baby,All of the dogs are dead.,1
eight maybe,Maybe 8.,2
i i heard that it's been raining down there a little bit but it's really been that bad,.I heard you guys were in a droubt.,1
and it's pretty nice especially during the Summer it keeps everything wet instead of wilting,"It's great during the Summer, but it becomes even more important later in the year.",0
well trained i guess and they didn't do a very neat job in cleaning the tables off and when the waitresses came they she just put all of the clean utensils and everything right on top of these dirty tables,They did a bad job cleaning the tables.,2
have you had many calls,Have you been receiving any calls?,2
oh yeah in fact i think that's that's one of the big problems today is the the way the kids behave or act and and the way they are sometimes disinterested in what's going on in the class and disruptive,Too many kids have bad behavior. ,0
Bless you,Bless you,2
uh no my fiance is selling uh a nineteen seventy eight Cutlass Supreme that she has it's actually in better condition than my car,The car is in better condition.,0
it certainly has to start with the children,It must not start with the children.,1
she be she gets back at kitty cat for all the hassle,She ignores the cat. ,1
uh on a seminar for a week,At a conference for six days.,0
that's good to know,That price decrease was beneficial to my business plans.,0
how humiliating for a man to do that any man i don't care if you're President,It's shameful for the President to assault women.,0
and uh i think they almost discontinued production uh in nineteen forty two and forty three,They almost discontinued production in 1945.,0
don't you find that interesting uh that they that that they're doing that uh in any field for how why why why pieces could you could you get any connection on which was metric and which wasn't,It's interesting that all the small pieces are switching to metric. ,0
is that is that good you know i've seen that so many times strawberries dipped in chocolate but i've never tried it are they really good,Are strawberries that are dipped in chocolate really good?,2
sure an anybody that's got that much military might is going to be a threat,We need to be sure no one else gains that type of power.,0
uh-huh yeah um you know it's it's hard to say uh if if things change uh change there so,We'll have to prepare for both situations.,0
it sounds like Iowa or something,It sounds like the state of Iowa.,2
what's the what's America's role there and it it uh with with other things going on it it it seems to have lessened but you've still got uh Cuba that exception exerts some influence,Cuba could totally undermine America's role in this situation.,0
i don't think i could spread my patriotism any more than well actually i like uh San Francisco 49ers too but uh,The San Francisco 49ers have always been my favorite team.,0
something to generate interest i don't know quite what,I have a few ideas that could help to generate some interest.,1
yeah that's that's kind of the way i feel if if you've got a guy who's who's been to trial and has been in and out of jail you know basically a a three time loser for the twelfth time you know and he goes out and kills somebody he's not going to be reformed he's not going to get any better you know it's it's not going a it's just not going to get any better and and the only thing you know a lot of people have the opinion that you know don't don't have capital punishment but give them life in jail and you know i could go along with that if if i could be assured that it would be their natural life in jail and not parole after ten or twelve years,I think people can always change.,1
no but uh i know when my children were growing up we did spend a lot of time together,I worked when my kids were young and had very little time to spend with them.,1
it's just the stud fees are so much though it'll cost about three hundred dollars for a stud for her we we want to breed her with a champion so,"The stud fees are surprisingly cheap, it'll be no problem getting one for her.",1
boy those these are so many precious things that you can't ever buy back and and to answer your question,There are some things you can't buy back.,2
can't call them the New Orleans Saints any more,They're not the New Orleans Saints any more because they're now the New Orleans Jazz.,0
yeah but everybody covers up you know it's the good old boy thing i don't know,Everything is out in the open.,1
money money is not the answer,"Money isn't the most important thing, knowledge is. ",0
but you know i i i think that i think or at least i hope that they understood that's what was going to happen now you can't go from a a communist economy to a democratic one and expect things to be great overnight,"Going from a communist economy to one that is democratic is a smooth, positive transition.",1
now i agree with their right to um pursue their religion of choice in that whatever manner they want to but i think they also should respect the sanctity of the American home whether it be in a house or in an apartment,Everyone can get in my house whenever they please.,1
um-hum um i can't think of anything on recycling,"uh, nothing about recycling comes to mind",2
okay um how's it been this week for you,How has work been this week? ,0
just drastically altered we had people down the street that the guy was in the reserves and he was just about ready to go and they have a just had a new baby and uh they would have she would have had to go back to work and,The man and his wife that live down the street have never had any children.,1
but yourself you yourself would not do that you would not have several children if you couldn't,"Yeah, you have the freedom to do that since you have no children",1
yeah yeah you never hear about it really in the big ones so that's what i did and i have had just excellent luck i have been just so happy he's,"It doesn't happen in any, big or small.",1
and you forget some of the smells and stuff like that but i think you know probably the probably the Middle East is if you have too many tribes mixed up with troubled mentality not only the Mideast but also in in the what they call the emergency African nations the third world,It is hard to remember some of the smells.,2
um like you know like somehow they missed the physical or something,They missed their physical because they overslept.,0
yeah it it's not like this in Pennsylvania,The way it is handled in Pennsylvania is better.,0
and so i get my tent up and i get my fire place built and all that and i'm just having a good time and uh that night it got down to seventeen degrees below zero and snowed,I stayed in my car while it snowed. ,1
um-hum i think that's that's the the hardest thing is that people who don't really know feel sometimes a sometimes for example i know um you know the ancients better but,They find it hard and get overwhelmed easily.,0
yeah not uh just just enough to get by,One hundred dollars is just enough to get by.,0
how did you get out of that,How did you get loose? Were you carrying a lock-pick?!,0
well um the last car we bought was American because of because of that reason but have not been entirely happy with um several things about the car it doesn't seem like the quality is quite as high as i expected it to be,The quality of the last car we bought wasn't as high as we expected it to be.,2
well if you work for TI you're supposed to get a prize is what i heard and if you don't work for them you're supposed to get cash but then on the letter it says cash or prize,"I heard if you work for TI you get cash and if you don't, you get a prize.",1
as far as i've just never been very skilled at far you know needle work wise and the things i've tried to do just don't look very good and,"i'm good at needlework, but i can't seem to figure out knitting",1
and there isn't really a lot of TV watching,There is not a bunch of TV watching.,2
no you don't look what happened on the last presidential election,Consider what went on during the last presidential election.,2
and that was very helpful and we kept charts of our progress and uh consistently uh increased the amount of resistance so you could see how much you improved over the weeks,Keeping a chart was not all that helpful since it didn't show us our progress.,1
yeah you really can people don't realize that,People don't realize how important voting is.,0
that's the truth that's the truth i always wanted to know a little bit more but i think it was more to show off,Knowing more will help me in the long run.,0
well you know the other well the other thing is it also is is a is a a good habit uh to uh just to conserve resources you know whether you know because when you get in the habit of doing that you think in terms of of uh of of things like saving gas,It's good to get in the habit of conserving resources such as gas.,2
well that that that i guess from the from the card issuer uh that since since it's it's in monitor the parent gets it for them that really the parent becomes the one that's responsible but it's,That letter is from the card issuer.,0
i didn't study it that hard so maybe i'll figure it out,I didn't put much time into studying but hopefully it'll work out. ,2
you could hardly wait i mean he's he's so much fun now he's really he's really starting to get lots of fun and i can't wait until stuff like that starts happening you know and you know we did the Easter egg hunts which was really the first year he was really able to,His son could walk now and was enjoying looking for Easter Eggs.,0
well Patricia i was just about to get on my tread mill and then i remembered that i didn't make a call last night and i thought i'd make one tonight,"Since I hadn't made last night's call, I decided to do one tonight instead of exercising.",2
yeah we're just starting to get some nice little warm weather up here in New England it got up to seventy today that's a good sign we we we've been running around twenty in the morning and getting real cold and it's too cold to work on automobiles outside generally but we had the last few days been pretty nice,The weather is just warming up in New England.,2
so anyway that's that was i guess he was talking about some of the other kinds of oaks i don't know,All the oaks he was talking about I was familiar with.,1
yeah yeah one of one of our professors went down to a seminar you guys had uh sometime last year and got the information and brought it back and,I don't know anyone that anything to do with you all.,1
yeah that is if if the businesses are all open uh lot of them close down,A lot of businesses close down.,2
uh are you big into lawn and garden work,And you enjoy working in the yard.,2
we just we haven't lived here too long we went there couple weeks ago,We never have been there.,1
oh well that'd be good i think he'd enjoy a lot it's a it's a good school it's a good place to grow up,When I was young I wanted to go to that school.,0
it's just that you have to always compete and uh Macintosh took a lot of the market from a lot of schools,Once you have your foot in a market you can sit back and relax.,1
uh-huh software design engineer so as,The person we are talking about is a software design engineer.,0
oh i see well i was raised on the Texas Gulf Coast in the summers and during the Christmas holidays we'd go down to our house on the coast,I grew up in Texas near the coast.,2
yeah well i lived down in down in the bottom of a big hollow and we had to pretty much hike out most of the time,"Most of the time, I went outdoors.",2
i think we have thank you bye-bye,I'm not sure if we have yet.,1
and just cover it with some uh waxed paper and steam it just until the fish is done and it's a wonderful,Cover it with foil and bake it until the fish is crispy.,1
no i'm trying not to he's telling me to start the grill,I am trying not to since he wants me to start the grill.,2
you would never think of having to replace the clutch in a Mercedes,A Mercedes clutch rarely needs to be replaced.,0
uh now there always has been a federal law against fully automatic weapons,Automatic weapons are more dangerous than most guns.,1
uh-huh yeah oh i think that you know part of the biggest problem there is that they still really are third world country and they haven't uh caught up uh economically with uh say the United States,The United States will never be surpassed economically by current third world countries.,1
you too i think that was good that was the best one usually i get distracted off the topic you know what i mean,"I got really distracted during this conversation, like I always do.",1
was it are they young do you know how old they are,"Do you know their exact age, down to the day?",0
uh-huh yeah because of the stuff settles on it,Yeah it's because the stuff settles on it.,2
it's best to buy it that way because like our sales tax up here is seven percent,"The sales take here is seven percent, so best buy it that way. ",2
this one that you raised and i don't think i would have thought about that i think that's a good idea on your part i don't typically feel intruded on on the things oh in the sense of finding out information,The point you just raised was really stupid and I have thought about that already.,1
oh yeah it's amazing how vegetables trays will go at a party,Vegetable trays are a favorite at parties. ,0
uh they get to the other end of their career and now they come up and talk to you between innings of games i i think that was exciting too uh have you seen any minor leaguers come through uh any guys come through Raleigh that are now in the big time,They're more social near the end of their careers and talk to you between innings.,2
yeah there's been uh same thing locally here a couple of uh we got a Senator who uh went on national TV and said that you know if Bush tried to do anything over there without Congressional approval they should impeach him and,It was an empty threat.,0
yeah well but they can't be though they don't have as much money,They have less money so they can't be.,2
yeah good and low,Okay and medium.,0
cut us off right there the last few seconds the station finally you know how they'll put the little message down at the bottom started telling everybody that they were not the ones that had cut that off that it was the national you know,They said we could do it as long as we wanted.,1
uh hang on a second Rick i got to see who that is,"Hang on Rick, are you in love with me?",1
and then the other thing is when i get out of college at twenty eight with my BS you know it's like by the time,I have a job lined up after my bachelor's of science degree at the age of 28.,0
okay you have a good day bye-bye,"You are going to have a wonderful day, farewell.",0
i haven't even priced them i guess they must be,I think they've got to be expensive.,0
yeah like the Mayor of Dallas is a woman and i'm sure that twenty years ago that never would have happened but yeah she's i think she's in her second term now so,The Mayor of Dallas is an elderly man.,1
but you know uh i i i don't know about if you if they was like capital murder and then if they were married then what would you do,if they were married and also had children what would you do?,0
or move off and leave them and they they end i don't know where this one the my next door neighbor had a had a dead cat next to his front porch yeah i'd seen the cat around here before i thought it belonged to somebody but i have no idea what killed it,"i believed someone owned the cat, but i do not know how it died",2
no uh most most breeders are in it for the money so they'll breed they'll breed them twice a year,Most breeders only focus on the money aspect.,2
that was the big one i'm talking about i work weird hours and invariably just about the time i'm going to sleep the phone tears off the wall,They often work split shifts.,0
uh the uh achievement for the let's see how are they putting that uh the school let's see the academic report board review board uh the dean's being it more involved with the athletes,Non athletic students are favored by the dean more than athletic ones.,1
i tell you what the fumes that the the paint gives off makes you wonder what these people do anyway,The paint gives off fumes.,2
you know it it very much is but on the other hand i realized i could go out on the street and act like a complete lunatic,I can't go out on the street and act like a lunatic.,1
so if they have babies then we'll have to get rid of one of them,"We will keep them both, even if they have babies.",1
yeah isn't that funny i wasn't either i have uh,That's not funny at all because I was.,1
yeah yeah a friend of mine had a Dachshund and it's same way i mean,My friend used to have a Dachshund.,2
yeah twenty one yeah shoot man it's what midnight almost,it's nearly midnight but you can go ahead and ask me,2
you know like a spring that was put in incorrectly which could have resulted in brakes failing and me having an accident you know those kind of things and when you have a vehicle that's being used by you know other members of your family you know you don't want,I always trust in the work done in my car. ,1
well it's also important i think um for my husband i i try to go out of my way to to plan things that he can do with the kids because,My husband is awful with coming with ideas for family time.,0
uh but uh uh i we i do mainly um graphics on it,"My brother does graphic, I do coding",1
i workout with them or try to,I never workout them and wouldn't even when given the opportunity.,1
that's i don't either i mean it says just keep on until and they'll notify you at first i was thinking it was just a week because that's all it shows,It doesn't show anything else besides that.,2
so oh well it's been seven minutes,It has been seven minutes since the beginning of the call. ,0
well you mentioned one of my pet buzz words there which is sensitivity to it and particularly violence i uh really get uh ticked off with uh seeing this violence so much of it on TV and so forth in the movies,The violence on TV and Movies does not affect me.,1
yes vociferously,"not really, but maybe vociferously",0
yeah i don't do much with flowers myself i just get a lot of evergreen evergreen type shrubs some uh,I don't buy shrubs nor flowers,1
the same thought flashed in my mind,I had the same idea. ,2
so yeah keep them in the house,put them in the backyard,1
well well just about anything we get our hands on right now we've got a uh a Bombay a Turkish Van and a Himalayan Persian,We adore animals.,0
so it's kind of interesting when it's work great smooth,"It is somewhat interesting, I think.",2
yeah yeah especially here in Raleigh we've got such little bitty bowling alleys,The bowling alleys here get packed on Friday nights.,0
oh yeah why is that why is that,I do not know the reason for that.,2
but we don't do our work here out of enjoyment so much just right now we're just this is we just moved in in September so we're just still at the point where we're talking about the,We moved in here last December.,1
uh mainly the glass the aluminum the plastics,"They have plants for recycling glass, aluminum and plastics.",0
oh yeah it's not over crowded,"Yes, there aren't too many people.",2
well i don't know i i definitely want to get mine up mine paid off month to month like i used to,I want to go back to how I used to pay every other month.,1
oh well you're lucky then because i've battled arthritis all my life i mean even since i was like about two or three that's when they diagnosed it and usually most people are just absolutely crippled and uh i do water aerobics,"I love doing water aerobics, it helps my arthritis so much more than I thought it would.",0
and i'm not sure what what to do about that or which way it's going to go,I don't really know which direction it's going to go or what to do about it.,2
it gets kind of i we used to have one of those little caves you can go back in,In the past we had a small cave you can go back in.,2
because the projector made a lot makes a lot of noise,The projector is awfully noisy.,2
so it's basically mindless i mean all your you the only really thing you are having to use is connecting the things that they give you you know what you're hearing and your your sight uh your sight but they give you everything else,They don't bother even giving you anything.,1
uh-huh well the thing about that is though it's got a i mean because it was i mean it was big you remember like in the early seventies and all that and,It's not as big now as it was in the early seventies.,0
yeah no no i don't i don't particularly get into those shows because they don't keep my interest i've seen um L A Law i think once or twice and the episode wasn't that great so i just i figured they were all like that so i don't waste my time,Shows like LA Law don't really hold my interest much.,2
and i don't know too much about the air pollution thing i do know for other types of uh pollution like the toxic waste and such that TI has to dispose of the we normally put in the ground you know we're coming up with a a new solution we have been finding a lot of toxic places to dump and we just transport to these places but after while it always seems that the um oh the site starts to leak and then you have to clean it up and such but the new idea is to take everything up to Sherman and we're gonna have that you know incineration place up there and dump everything there and supposedly that facility will not generate air pollutants,There is no pollution in the environment at all. ,1
yeah i've done that once or twice i didn't look at the clock when we started talking so i guess we should talk about football a little bit longer just to be sure we got five minutes in,i totally lost track of time so let's get our five minutes done,2
like where i live at any rate,like where I reside,2
yeah there's not that many down here that you know once once in a while you'll see one,It is a rare event to see one of them down here.,0
i can't get it can't get her convinced that she really shouldn't try to feed my dog chocolate though she always wants to do a little Hershey Kisses you know you really shouldn't feed chocolate to a dog especially a small dog,She always does the opposite of what I tell her.  ,0
and uh well i don't i don't own a balloon but i crew for a guy he owns two balloons,I don't own a balloon and I have zero experience with them.,1
yes i know the one thing that i think is really sad about it as i recall from the articles that i've read is that if if people who have been there,I was happy reading through all the articles.,1
so i know they treat him good,i'm not sure if they treat him very poorly,1
yeah but don't don't you like to get away from it all every once in a while and go to a nice quiet restaurant sometime,Don't you prefer to go to a nice restaurant sometimes?,2
i think he'll be okay once he gets on,He will still be at risk even when he gets on.,1
yeah i know what you're saying like well we have it at work we have a very aggressive recycling at work and i'm the one who will pick the newspaper out of the trash and bring it to the recycle bin see some people the recycle bin is on their way out,"My workplace cares very little about recycling, we simply throw things in the dumpsters.",1
yeah it is it's very good i think TV has really had some bad effects on all of us,I believe TV has had some good effects on everyone. ,0
so yes it's it's it's become a big part of our lives even though we're late players,We're late players because we were occupied with other things earlier.,0
yeah Saint Louis whatever,Salt Lake City,1
oh okay because uh the ones that we use you you know are like Unix base systems and so they don't have a disk drive you know so you can't you you the only way that you can do it is through a modem,We use a something that closely resembles a Unix base system.,2
uh well it's been very interesting,It isn't very intriguing. ,1
well i graduated from college in nineteen seventy two,"I did not go to college, and was a high school dropout.",1
you know if there's a breeze blowing it's a nice comfortable day and you don't feel like you have to take ten showers a day because you you take a shower and walk outside and the humidity's so great you know you're sweating to death again,"I don't sweat when it's humid, I actually like it",1
uh-huh well that's interesting,That has my attention. ,2
okay well i used to hate Star Trek,I hated Star Trek last year.,0
and i think probably they have said that if you save these people by feeding them then they reproduce and then you have a later more serious famine yeah,They don't think that feeding these people will have any negative outcomes.,1
jeez you can't get any interest rates,"Gosh, you cannot get good interest.  ",2
uh well like one week she'll work three days and i'll work two and the next week you know i'll work three and she'll work two we just share off like that,"For example, I work five days this week and then she works five days the next week.",1
uh in the Houston area,Located in or close to Houston.,2
that's right no it's not  it's it's not pocket change so it's major so but maybe when the kids get in school that will be you know when they start needing something you know then that will be different but,It is inexpensive. ,1
right you know with the chance of even getting paroled and uh you know that's just i just don't understand that,There is a chance or getting paroled.,2
right but i wonder how much longer they're going to be a them,I do not know for sure how much more time it will be.,2
well i i got a stopwatch here,Do you have a stopwatch that I can borrow?,1
um-hum um-hum uh-huh i think single parents probably contribute a lot of the problems in school systems because the system's really getting sixty percent of the student's day if if the mother or the father certainly would have to work and they're not getting home until probably five o'clock at the very earliest and the student's out at three,Single parents are no more of a burden of the school systems than married parents.,1
well we're still writing checks for the loans for Notre Dame,Did your parents or grandparents read to you when you were young?,0
yeah no no i don't i don't particularly get into those shows because they don't keep my interest i've seen um L A Law i think once or twice and the episode wasn't that great so i just i figured they were all like that so i don't waste my time,I prefer shows that are light and have lots of humor.,0
i kind of got burnt out on Steven King though it seems like,I have never read any books by Steven King.,1
well it is to a certain extent to have to try to keep up with all that,We don't keep up with that.,1
plus it would cost me oh i think the last time i looked at it was about had a dollar fifty one way and i said no i'm not going to do that fast isn't that bad yet,It cost me about a dollar fifty one way.,2
you you know i've seen a lot of people that do that,I have witnessed plenty of people doing that.,2
right but see i really think yeah i i think those characters came right off the screen in that story you know it was really enjoyable and and my wife we thought the same thing we were so pleasantly surprised,My wife and I were in agreement about the story being amazing.,0
well that's that's the that's because we're supposed to be the rich ones with all the money to give away,We don't have as much money as it seems because of taxes.,0
well i'm trying build up my tolerance now i just surgery um less than two months ago and right now i'm just a little over about a mile and a half but i try try to workup to three miles,I've been slowing working my way up to three miles since having surgery a few months ago.,2
yeah yeah we do most of our fishing at night,We fish during the day only when have gotten good and drunk. ,0
um-hum i bet that would be rather interesting uh that's uh self-improvement that's that's always well that's that's kind of a hobby but it is self-improvement uh from the standpoint of probably relaxing um,I really do not see the connection between self-improvement being a hobby.,1
and where do you go,I don't care where you go.,1
no i'm kind of uh actually uh i think they've got the draft choices to make to make a good run at it but i i'm not sure how well they'll draft,I don't know how well they'll draft but at least the choices are good. ,2
and so the whole page you you never can actually see it you just draw it and they have to zoom out and zoom in and you know it's like every time that you have to do something is it's really a pain,"And so, you can always actually see the whole page, just draw it and that's it.",1
and you were paying for really high quality care,You paid for the top notch care you received.,2
oh uh-huh yeah i was just i was just thinking at at Rossa they they tend to come out with a new book every couple of weeks,At Rossa they usually come out with a new book every few weeks. ,2
so i've still got a few years to go,Several years remain for me.,2
but uh we saw Avalon and uh i think we went in to see Avalon because we couldn't get in to maybe we wanted to go see Ghost and couldn't get into Ghost because the line you know they sold out,I saw Avalon and ended up enjoying it.,0
and uh it's uh uh one hundred percent successful,It is guaranteed to be successful.,2
is that new,"That seems pretty old, is it an antique?",1
no not yet we've only been married two years,We have had a very happy marriage so far.,0
before i start in any exercising,Before beginning an exercise program.,2
it was just horrible i mean this her little girl was like five and she was you know all of a sudden she started crying and said mommy i w ant my daddy and and you know her mommy said i know honey an oh and this little girl said uh,It was really sad because you knew the father wasn't coming back.,0
and it's really impractical so i wanted something with a real trunk and four doors something easy to get in and out of and i looked at the Galant and those were really nice and you can get them for a great price,I only wanted two doors.,1
i well did uh did you get much rain two days ago,I know you didn't get any rain two days ago.,1
if she you know since it was like my my grandmother had thirteen kids so they all you know paid their month which was better  but see my husband's a only child,My grandma only had one kid.,1
yeah but it seems like every time at work i look out my window it's gray,"It seems gray every time I look out the window, because the sun isn't up and it's often misty.",0
or a listed liquid account which which we do um you should always have three months of your salary in a savings account in case there's a major need for that,"It is good to have three months salary in your savings account, in case of an emergency.",2
okay um do you think that the Soviet Union represents a threat to us,Do you agree that the Soviet Union is our closest ally?,1
and it was good weather,There was a blizzard.,1
yeah yeah well down here they're normally Dallas normally has pretty good weather but uh,"There is good weather in Dallas, usually.  ",2
yeah so my name is Fernando,My name is Bianca. ,1
it doesn't take much work,"Oh yeah, it takes lots of work to finally do it",1
rented movies to watch because yeah yeah but uh but perhaps perhaps when it's over i will you you know i of course,I will come over to play hockey yes.,0
they have programs on uh house repairs and how to build things and um they have a calligraphy show and i do calligraphy so i watch that,There are programs dealing with home repairs.,2
yeah to to go run up a big bill and the thing is there some  there some advantages if he got off some place and stranded i i'm i'm leaning towards doing it for for convenience,Make sure the bill stays low.,1
it's just you know judging from what everyone else wears is how i determine,I just decide based on what everyone else is wearing.,2
yeah hopefully the next generation it won't even be an issue i mean people will just look at you as a person and not as a man or a woman i think that would be the best goal,The next generation will see you as a male or female only.,1
have you been involved on the switchboard long,Do you have extensive switchboard experience? ,0
and they say it's going to last about two to three weeks and this guy in front of me said i can't believe i was summoned i was an investigator and i was tailing the woman that was killed well then i have a friend at school that has a boyfriend that's a lawyer and he said that this woman this socialite in Plano had hired four guys to kill her husband and the one that's accused was the one that actually did it and she has since taken off with another lawyer who had been uh getting cocaine from his client and then selling it and he had skipped bail and they finally extradited him and he's going to testify for the state against her so he'll have his sentence reduced,I was an investigator following this woman that was killed.  ,2
so i hope you can find uh i don't know what type of grass grows in uh the real shady areas i remember the guy that was on the radio um they had a gardener and he i don't know i had this one well i've still got the book it's um i think it's just called Texas Gardening and it talks about the different grasses to use for the shady areas versus the really sunny areas,I hope that you can find the type of grass that grows in the shady areas.,2
and then go for that type of goal i think that too many people want everything now,Many people lose focus and forget what matters the most to them.,0
uh-huh exactly not what color you are how old you are what if your male or female that would be wonderful i guess it's kind of an ideal world though huh,The world would be better if there was just one race.,1
like fabric that's been stiffened in yes,"Yeah, sort of starchy, rigid fabric.",2
uh i mean i have other things to complain about but in terms of uh woman's roles um things really seem a lot more flexible,I have other stuff to complain about but it seems like woman's roles are a lot more flexible these days.,2
yeah i've heard that that's a really good way to get cars up here they they only come around like once a year in the summertime they have a state auction but but they don't um they don't repossess that many cars up here figure in a big metropolitan area there would be a lot of uh where they repossess they uh take their cars for illegal activities you know it,The cars were repossessed for involvement in drug-related crimes.,0
i'm not sure i'm not sure if it's a way to cut down government expenses or it's like you said that's something more you know to to make people aware,This is something to curb spending or it's just an awareness program.,2
so he goes well if you go to bed at eight then you'll wake up like six in the morning,You'll wake up by six in the morning to catch the hikers.,0
four years i guess,It was a good four years.,0
um-hum but uh you know he's got uh millions of dollars like,He basically has millions to his name. ,2
that's not good but i mean everybody's always looking at him that's just like Larry Bird and um uh God Larry Bird what team does he play for Celtics,"Larry Bird doesn't play anymore, I don't know why they look at him.",1
i don't know gobs,I am not aware of gobs.,2
they're they're not helping you uh be able to afford the insurance that they're making you buy,They aren't helping you to afford insurance. ,2
how'd you get into this program,I know how to get into this program.,1
and uh when you pull it out it's called bisque uh it started it off with greenware when you first start off and then it goes to bisque and that's when you can paint it,"Go ahead and paint it when it's greenware, it doesn't matter.",1
i uh we had uh we've used a tent you know pop up trailer,We forgot to take along our pop up trailer tent.,1
and my mom wanted some pants so she laid out the material and i cut it and sewed it and she paid me i think like two dollars a pair  to make her some pants,My mother paid me two dollars per pair to teach me about money.,0
and there's just no good choice as to where to put the kids sometimes or,In very rare cases you do get a good place to put the kids.,0
yes there was not there's not supposed to be any reason to use this education or this brain that you might have for anything other than your house and your children and how clean can the the bathroom floors be on any given day,You're supposed to use your brain only for practical day to day living.,2
